# Nodes along line:
#    origin = (0.0000, 2.0000, 0.0000)
#    direction = (100.0000, 0.0000, 0.0000)
# Time = 49.9718
#
#position HEIGHT FREE_SURFACE_ELEVATION TOPOGRAPHY MOMENTUM_X MOMENTUM_Y MOMENTUM_Z VELOCITY_X VELOCITY_Y VELOCITY_Z 
30.0 2.997708945912415 -0.0022910540875851204 -3.0 -0.012532123282691824 2.5003159774027394e-06 0.0 -0.0041420378486199125 8.207693814792766e-08 0.0 
31.0 2.997191314093547 -0.00280868590645289 -3.0 -0.015374902804552166 -4.301104569503982e-06 0.0 -0.005085109212537384 -6.719082803824619e-07 0.0 
32.0 2.996835036429095 -0.0031649635709047885 -3.0 -0.0174019863320522 2.920519626860677e-06 0.0 -0.005751927564729406 1.0613325205042315e-07 0.0 
33.0 2.9966516527608107 -0.0033483472391893088 -3.0 -0.01845136114410126 -4.09238832768157e-06 0.0 -0.006103051748463717 -6.265946641512543e-07 0.0 
34.0 2.996652482302125 -0.003347517697875002 -3.0 -0.018518280809067842 2.650354725764744e-06 0.0 -0.006126434500213212 1.182779578533538e-07 0.0 
35.0 2.9968406594474963 -0.0031593405525036644 -3.0 -0.017612620301064127 -3.1287311861407943e-06 0.0 -0.005824145463146305 -5.120558506458501e-07 0.0 
36.0 2.9971945697264775 -0.0028054302735225356 -3.0 -0.015756696291174068 1.982018595984621e-06 0.0 -0.005212856098002518 9.416544138863564e-08 0.0 
37.0 2.997701778333869 -0.0022982216661309174 -3.0 -0.013082926688329012 -1.9293054881104543e-06 0.0 -0.004329820562270482 -3.146797434240843e-07 0.0 
38.0 2.998334431829503 -0.0016655681704969005 -3.0 -0.009753890374679634 8.315772658910165e-07 0.0 -0.0032252003705043244 -7.241913764760813e-09 0.0 
39.0 2.9990540370877143 -0.0009459629122856583 -3.0 -0.005900780288509065 -1.801255477646843e-07 0.0 -0.0019541121051423276 -6.809975540219383e-08 0.0 
40.0 2.9998262806086835 -0.00017371939131649583 -3.0 -0.0017592226304714554 -2.2744253159092923e-07 0.0 -0.0005861259196189261 -4.177894834047931e-08 0.0 
41.0 3.000615263487486 0.000615263487485862 -3.0 0.0024487887267689344 6.326380159596937e-07 0.0 0.0008071237264251592 6.180064606270888e-08 0.0 
42.0 3.0013721563484785 0.001372156348478537 -3.0 0.006546389754978816 2.2634334457609808e-08 0.0 0.002157220313916453 4.9897485417000003e-08 0.0 
43.0 3.0020647826216087 0.002064782621608696 -3.0 0.01028643544363085 9.137794034792371e-07 0.0 0.0033912649489367583 1.8236025940579187e-07 0.0 
44.0 3.0026569498794204 0.002656949879420445 -3.0 0.013475887934232607 -3.019564712653112e-07 0.0 0.004445020894627723 6.26304817584887e-08 0.0 
45.0 3.003112824716931 0.003112824716930973 -3.0 0.015966283438569713 1.9050687274941714e-06 0.0 0.005264012488496114 3.4400416908501187e-07 0.0 
46.0 3.0034116070357957 0.003411607035795683 -3.0 0.017598170753305345 -6.540524500435346e-07 0.0 0.005801293023616152 8.970639159176474e-08 0.0 
47.0 3.0035358951671927 0.0035358951671926597 -3.0 0.018274232990135128 1.5292150915262621e-06 0.0 0.0060251028479499915 3.2087748244862255e-07 0.0 
48.0 3.0034741559242404 0.0034741559242403852 -3.0 0.01796548724366859 8.162896037817674e-08 0.0 0.005921475380866753 1.6816993226686318e-07 0.0 
49.0 3.003230764638637 0.0032307646386371403 -3.0 0.01665653612853449 5.791668990431869e-07 0.0 0.005490406132928338 2.0742158957307158e-07 0.0 
50.0 3.002817081627967 0.0028170816279668998 -3.0 0.014417148724770682 -2.3320937044710814e-07 0.0 0.004752743560366316 7.593069015445817e-08 0.0 
51.0 3.0022527637617538 0.002252763761753762 -3.0 0.011366742578432351 4.034258620040617e-07 0.0 0.003746805848498699 1.022702049508187e-07 0.0 
52.0 3.0015714071284565 0.0015714071284564923 -3.0 0.0076622892628677945 -8.014578764518374e-07 0.0 0.0025262881252405803 -7.826872175138926e-08 0.0 
53.0 3.0008094125765075 0.0008094125765074622 -3.0 0.003519939398341468 -4.6398714579498863e-07 0.0 0.0011598856795133688 -1.0186033227175657e-07 0.0 
54.0 3.0000111192610994 1.1119261099423738e-05 -3.0 -0.000830478303319941 -5.443265529064557e-07 0.0 -0.00027553924457131534 -1.6697779035747314e-07 0.0 
55.0 2.9992227450240865 -0.0007772549759135217 -3.0 -0.005142152058160277 -1.182002754346636e-06 0.0 -0.0016983884066483926 -2.7735496702920553e-07 0.0 
56.0 2.9984881888621455 -0.0015118111378544796 -3.0 -0.00916126779084418 -6.18986586710556e-07 0.0 -0.0030272327213444437 -2.4862362757528375e-07 0.0 
57.0 2.997850002297634 -0.0021499977023657912 -3.0 -0.012674995615781903 -1.0558629979597625e-06 0.0 -0.004188759324562411 -3.221908989439655e-07 0.0 
58.0 2.9973432591313207 -0.002656740868679286 -3.0 -0.015489829262930199 -6.559569642606035e-07 0.0 -0.0051195547599839014 -2.852339859921524e-07 0.0 
59.0 2.996992674175072 -0.003007325824928131 -3.0 -0.01744908229928224 -9.859533139118404e-07 0.0 -0.005770159748461241 -3.168373645662939e-07 0.0 
60.0 2.996817756436895 -0.003182243563105036 -3.0 -0.018477057489865237 -4.88787113371927e-07 0.0 -0.006110675024419942 -2.6836875129907027e-07 0.0 
61.0 2.996824367732942 -0.0031756322670579706 -3.0 -0.018524416205396483 -8.953854098212617e-07 0.0 -0.006126796549904344 -3.0969473235036033e-07 0.0 
62.0 2.9970080336570346 -0.002991966342965391 -3.0 -0.017596157501625142 -3.64455115918358e-07 0.0 -0.00582205864494741 -2.465036409884524e-07 0.0 
63.0 2.997359662510936 -0.002640337489063782 -3.0 -0.015773854528706988 -6.11757081504265e-07 0.0 -0.005218783199196671 -2.8520470631432716e-07 0.0 
64.0 2.9978578556726965 -0.00214214432730353 -3.0 -0.01315284878540617 5.902703305171469e-08 0.0 -0.004351406019692188 -2.027895994930894e-07 0.0 
65.0 2.9984746626608216 -0.0015253373391783676 -3.0 -0.009868950187795517 3.9732074935101377e-07 0.0 -0.0032669350815483587 -1.1736931112563952e-07 0.0 
66.0 2.999180535434407 -0.0008194645655930088 -3.0 -0.006113740567149923 9.436110099958167e-07 0.0 -0.0020244155075288205 2.3890549864780227e-08 0.0 
67.0 2.9999372135808384 -6.278641916157568e-05 -3.0 -0.002068807537187648 2.1530544930385e-06 0.0 -0.0006873139162473959 3.104730049296829e-07 0.0 
68.0 3.0007044052795533 0.0007044052795532885 -3.0 0.0020625776021523084 2.9539427861027627e-06 0.0 0.0006758587677515464 6.314699526484926e-07 0.0 
69.0 3.001443614764325 0.0014436147643248631 -3.0 0.006052027276395196 4.023126911395982e-06 0.0 0.001993400502250229 1.0164221064881913e-06 0.0 
70.0 3.0021126497609902 0.0021126497609902373 -3.0 0.009701487180119683 4.981426730697909e-06 0.0 0.003197341237419363 1.4030601368775833e-06 0.0 
71.0 3.002672750499785 0.0026727504997849927 -3.0 0.012819035539400128 5.403709549133388e-06 0.0 0.004223906529373038 1.6937731768794945e-06 0.0 
72.0 3.003091805462799 0.00309180546279908 -3.0 0.015221048468775882 4.629481322202296e-06 0.0 0.0050161690212211325 1.7300393889540967e-06 0.0 
73.0 3.003341266906062 0.003341266906061957 -3.0 0.01678307439298719 3.6956913303836387e-06 0.0 0.005531119948142249 1.5793252294917717e-06 0.0 
74.0 3.003403552768243 0.003403552768242779 -3.0 0.017416424241390366 8.344774650905244e-07 0.0 0.0057402440166486384 1.0102181964726783e-06 0.0 
75.0 3.003273530096433 0.0032735300964330527 -3.0 0.017083174006207583 -2.820052351834184e-06 0.0 0.005633164416142124 1.0273863118255688e-07 0.0 
76.0 3.0029576150422 0.002957615042200157 -3.0 0.015822700098700647 -6.991453976665877e-06 0.0 0.005221472614648233 -1.096320899009298e-06 0.0 
77.0 3.002478186243125 0.0024781862431249024 -3.0 0.013733993150389747 -1.222589451347685e-05 0.0 0.004537861823975295 -2.605550636853899e-06 0.0 
78.0 3.001870785456834 0.0018707854568340565 -3.0 0.010976255063868522 -1.692508304700267e-05 0.0 0.0036352029870814154 -4.1824830559065e-06 0.0 
79.0 3.001182407482532 0.0011824074825321773 -3.0 0.007768796896226755 -2.10628978350502e-05 0.0 0.0025839372384102964 -5.709930988154129e-06 0.0 
80.0 3.0004683310398157 0.0004683310398156948 -3.0 0.004358521970009692 -2.3927770950260523e-05 0.0 0.001465038457384584 -6.978499146820269e-06 0.0 
81.0 2.99978604697852 -0.00021395302147997342 -3.0 0.0010043299951617729 -2.5030781552212904e-05 0.0 0.0003631263415226596 -7.804320176613365e-06 0.0 
82.0 2.999189001900796 -0.0008109980992041521 -3.0 -0.0020478136445924457 -2.380933896914052e-05 0.0 -0.0006417789282639152 -8.006088730407396e-06 0.0 
83.0 2.998723463099585 -0.0012765369004150706 -3.0 -0.004594602795619618 -2.075654094892062e-05 0.0 -0.0014826020172341028 -7.559991513504926e-06 0.0 
84.0 2.9984185833856065 -0.0015814166143934827 -3.0 -0.0064908842398726406 -1.5546157220734742e-05 0.0 -0.002111309044471214 -6.4055031615989716e-06 0.0 
85.0 2.9982892895276727 -0.0017107104723272926 -3.0 -0.0076583053949089075 -8.898611611678893e-06 0.0 -0.0025023914611863557 -4.647277769205535e-06 0.0 
86.0 2.99833042025304 -0.001669579746959915 -3.0 -0.008100454149232654 -1.6526776254171403e-06 0.0 -0.002655134053069637 -2.479566000338887e-06 0.0 
87.0 2.998520984082752 -0.0014790159172481943 -3.0 -0.007876247701368348 6.073148740530992e-06 0.0 -0.0025896764132478938 -3.36316581567448e-08 0.0 
88.0 2.998825336284292 -0.0011746637157079576 -3.0 -0.007110789879645535 1.2506469274500168e-05 0.0 -0.0023452025820632325 2.313537363748485e-06 0.0 
89.0 2.9992002327019502 -0.0007997672980497583 -3.0 -0.005955496050952323 1.8473356641754327e-05 0.0 -0.0019718169954616336 4.489935250692874e-06 0.0 
90.0 2.9995981086336276 -0.00040189136637236444 -3.0 -0.004584133511578484 2.098352533400307e-05 0.0 -0.0015257132676150245 6.002214474037985e-06 0.0 
91.0 2.999972706968715 -2.729303128479188e-05 -3.0 -0.0031638546452374687 2.3612538863554357e-05 0.0 -0.001061573880190884 7.099803629803976e-06 0.0 
92.0 3.0002899836600068 0.0002899836600067651 -3.0 -0.0018381588522468346 2.0706059836502345e-05 0.0 -0.0006269431196299962 7.118276873993613e-06 0.0 
93.0 3.0005180248627066 0.0005180248627065787 -3.0 -0.0007238119718256194 1.9449796629728705e-05 0.0 -0.00025896409238114243 6.779325999558922e-06 0.0 
94.0 3.000654221185491 0.0006542211854911884 -3.0 0.00012400653283163945 1.3089777692362586e-05 0.0 2.1399098256361976e-05 5.4556360234584945e-06 0.0 
95.0 3.0006861797402347 0.0006861797402346603 -3.0 0.0006614016979487123 8.565855080042617e-06 0.0 0.00020416520634980668 3.9643842778945466e-06 0.0 
96.0 3.000650816049199 0.0006508160491991433 -3.0 0.00094642321962059 2.9877728345279623e-06 0.0 0.000299605343822907 2.1979869477765883e-06 0.0 
97.0 3.0005387848121075 0.0005387848121074512 -3.0 0.0009787750623914116 -3.2384547976984805e-06 0.0 0.0003191590838189841 3.3877643667728025e-07 0.0 
98.0 3.000416668255021 0.00041666825502106875 -3.0 0.0008992358089851918 -3.8050326439437966e-06 0.0 0.0002938933800896161 -7.681270082589502e-07 0.0 
99.0 3.0002655319355354 0.0002655319355353569 -3.0 0.0007218020243868459 -9.897712548498655e-06 0.0 0.00024265178569022973 -2.2108115463159414e-06 0.0 
100.0 3.0001398093350393 0.00013980933503932036 -3.0 0.0005900980960122723 -1.5182816397421848e-06 0.0 0.0002109646082396587 -1.7119197098800695e-06 0.0 
